Id,LotArea,FullBath,HalfBath,TotRmsAbvGrd,TotalBsmtSF,BedroomAbvGr,GrLivArea,YrSold,SalePrice,Qual,Cond,Age
train_3756,4456,1,1,5,630,3,1224,2006,132036.722455472,5B,5B,40
train_3913,9000,1,0,7,600,1,800,2009,125148.85294505,5B,5B,43
train_4537,7390,1,0,7,1208,3,1164,2009,131121.761071797,5B,5B,43
train_4834,11250,2,0,4,716,1,1922,2006,121570.196746049,5B,5B,40
train_5974,16492,2,1,7,1595,3,1336,2009,164488.253794656,5B,5B,43
train_6273,11846,2,1,5,672,3,2207,2009,155071.437037913,5B,5B,43
train_7058,11751,2,1,7,784,3,2240,2010,157240.884089226,5B,5B,44
train_7646,6120,1,0,7,1391,3,2380,2008,215517.459715372,5B,5B,42
train_8342,13360,2,1,7,900,3,1498,2007,153066.877931271,5B,5B,41
train_8913,10084,1,0,6,1370,2,1095,2007,159829.13569153,5B,5B,41
train_975,8172,2,1,8,1184,3,1073,2010,100269.90630558,5B,5B,43
train_1300,6000,1,1,9,1694,2,2019,2010,140349.937967718,5B,5B,43
train_1397,6000,2,2,5,0,3,1269,2006,119917.214046811,5B,5B,39
train_1754,13693,2,1,6,1494,3,1279,2007,188381.745209656,5B,5B,40
train_1827,13360,2,1,7,832,2,1616,2008,146208.197364697,5B,5B,41
train_2977,9000,1,0,7,686,3,1796,2009,153045.31342101,5B,5B,42
train_3015,9600,2,0,5,525,3,1430,2007,158902.898741681,5B,5B,40
train_3187,11184,2,0,9,844,3,1535,2008,183138.634030859,5B,5B,41
train_3391,1300,2,1,7,1358,4,1535,2007,123020.915627342,5B,5B,40
train_4300,6155,2,0,5,866,3,1393,2008,94688.5766333591,5B,5B,41
train_4386,10800,1,0,6,588,3,1296,2008,73773.318305077,5B,5B,41
train_6218,6292,1,0,7,686,3,2344,2009,120893.893947794,5B,5B,42
train_7735,10667,1,0,5,1362,3,1574,2007,138190.832900468,5B,5B,40
train_8112,7750,1,1,6,636,3,1710,2009,136420.175627321,5B,5B,42
train_8836,13472,2,2,5,718,1,1728,2009,138994.587129457,5B,5B,42
train_9306,11184,1,0,5,926,4,1134,2009,156012.269917706,5B,5B,42
train_9456,1869,2,0,7,960,5,1801,2009,123332.555247403,5B,5B,42
train_9782,9900,2,0,7,872,3,1426,2006,155479.874039018,5B,5B,39
train_621,8462,2,1,9,1726,3,2358,2008,186828.989786718,5B,5B,40
train_930,4923,1,0,5,970,3,784,2007,94303.2744893501,5B,5B,39
train_1159,10778,1,1,7,720,4,1445,2006,152999.042006033,5B,5B,38
train_1389,9018,2,0,6,1157,3,1432,2007,133690.436220942,5B,5B,39
train_1561,17920,2,1,8,1060,4,1402,2009,176433.67300006,5B,5B,41
train_2915,9100,1,0,7,825,2,943,2006,72882.7613353164,5B,5B,38
train_3303,9600,1,1,7,1763,3,1215,2007,132523.072753526,5B,5B,39
train_4148,1680,1,0,7,861,3,1739,2010,120544.932968259,5B,5B,42
train_4677,7438,2,0,7,686,3,2640,2006,172611.306963643,5B,5B,38
train_5284,13125,2,1,4,1144,3,2296,2010,186636.031381743,5B,5B,42
train_6523,10355,2,0,8,485,4,2046,2009,132005.466889718,5B,5B,41
train_6626,13710,2,1,6,1134,3,1456,2010,150772.718808551,5B,5B,42
train_6887,7446,2,0,5,1262,3,803,2007,71600.9546077959,5B,5B,39
train_6926,10920,1,1,7,1144,3,1053,2006,143953.847185825,5B,5B,38
train_7542,9790,2,0,7,1157,4,1442,2006,116813.482420561,5B,5B,38
train_8274,10395,1,0,5,965,2,1894,2006,134126.214183959,5B,5B,38
train_8786,9600,1,0,7,756,2,1776,2009,184234.90165317,5B,5B,41
train_1484,8773,1,0,6,773,3,1484,2006,134644.090528182,5B,5B,37
train_2025,6911,2,0,6,1017,3,729,2009,114922.902475342,5B,5B,40
train_2661,13600,1,1,7,969,3,1192,2010,110866.691155106,5B,5B,41
train_2682,10440,2,1,6,970,2,1224,2006,130542.592958495,5B,5B,37
train_4647,11988,2,0,5,440,3,1472,2008,163907.49376102,5B,5B,39
train_5473,12552,2,0,6,938,2,2036,2007,217301.167863959,5B,5B,38
train_5485,6979,1,1,6,816,2,1750,2007,130256.983593731,5B,5B,38
train_5564,5925,2,0,11,1502,4,1464,2006,178041.70030416,5B,5B,37
train_6578,7064,2,0,6,1208,3,1626,2007,137643.135362253,5B,5B,38
train_8254,12384,2,1,6,816,3,912,2009,133176.253325635,5B,5B,40
train_9033,12798,2,0,6,1436,3,1279,2007,200489.741054846,5B,5B,38
train_891,10542,1,0,6,1494,3,987,2006,134241.452657075,5B,5B,36
train_1716,21695,2,1,9,1563,4,1268,2008,161864.490392441,5B,5B,38
train_2151,10175,1,1,5,882,2,1228,2008,122725.220642229,5B,5B,38
train_2407,7301,2,0,7,848,3,1919,2007,134792.095908405,5B,5B,37
train_2712,1300,1,0,5,641,3,999,2008,110938.658620404,5B,5B,38
train_2850,11096,2,0,5,926,3,1640,2009,131787.582501171,5B,5B,39
train_3044,7449,1,0,7,1204,3,1406,2006,163463.137607366,5B,5B,36
train_3107,8400,1,0,4,1650,3,1496,2007,163328.91548917,5B,5B,37
train_3625,9248,1,1,4,654,3,1253,2008,113511.794717039,5B,5B,38
train_3758,10800,1,1,6,660,4,4676,2007,253124.409914598,5B,5B,37
train_3985,11717,2,0,5,1269,2,1228,2008,168509.287042133,5B,5B,38
train_4990,12803,1,0,6,1709,2,981,2007,170604.256769047,5B,5B,37
train_5917,10656,1,1,8,1389,3,1203,2008,132646.41195064,5B,5B,38
train_6122,14154,1,0,5,943,3,1626,2008,175158.651027497,5B,5B,38
train_6867,8520,1,1,6,876,2,1790,2008,179068.023476914,5B,5B,38
train_7580,10134,1,0,6,1947,4,1590,2008,138925.891403962,5B,5B,38
train_7682,13472,2,1,6,1008,3,1573,2006,168118.093778089,5B,5B,36
train_8642,4403,1,0,7,1623,2,1428,2010,134811.266563762,5B,5B,40
train_8700,10240,2,0,8,1216,2,1779,2007,166347.710653226,5B,5B,37
train_8909,8500,3,0,6,1228,1,1686,2006,171673.921213709,5B,5B,36
train_8911,12144,1,0,5,882,3,1456,2009,170294.401612076,5B,5B,39
train_9507,25419,1,0,7,1623,3,1244,2009,179734.157984522,5B,5B,39
train_9603,9416,1,0,6,1461,3,1518,2009,168542.978070324,5B,5B,39
train_9730,4750,2,0,7,816,3,1039,2008,75530.2307353282,5B,5B,38
train_8,11070,2,1,6,1442,3,1320,2009,153328.080189641,5B,5B,38
train_2150,10125,1,0,6,624,3,1634,2006,176558.46947797,5B,5B,35
train_2189,8816,1,0,6,780,3,1224,2007,111252.658999797,5B,5B,36
train_2371,9906,1,1,4,741,2,1709,2009,116851.122069929,5B,5B,38
train_3064,7449,2,1,7,1145,2,1603,2009,185345.684641282,5B,5B,38
train_3183,9017,2,1,9,1868,4,1277,2010,187146.975051636,5B,5B,39
train_3300,11249,1,1,4,1078,4,960,2008,136970.634393463,5B,5B,37
train_3711,7599,2,0,7,720,3,1381,2006,145588.107541307,5B,5B,35
train_3969,2289,1,0,6,832,3,1212,2007,95576.7667748711,5B,5B,36
train_4255,9144,3,1,9,1419,3,894,2006,177149.627105051,5B,5B,35
train_4967,5000,2,0,7,1057,3,1056,2009,142633.827899456,5B,5B,38
train_5231,10200,1,0,7,1144,4,1484,2009,119055.257638014,5B,5B,38
train_5521,10141,1,1,10,1218,2,1236,2009,104222.56489916,5B,5B,38
train_6098,8712,1,1,8,0,2,2002,2009,140996.318482418,5B,5B,38
train_6165,7875,2,0,6,1838,3,1679,2008,155211.72579298,5B,5B,37
train_7010,5784,2,0,6,1051,3,1489,2009,143943.213699769,5B,5B,38
train_7451,4130,2,1,5,912,3,825,2009,112983.985915638,5B,5B,38
train_7664,10386,2,0,9,960,3,964,2008,111523.923045698,5B,5B,37
train_8213,11198,2,0,6,1100,4,1057,2009,169701.84689493,5B,5B,38
train_8264,6442,2,0,7,960,1,2200,2008,161889.197478556,5B,5B,37
train_8392,13560,1,0,9,796,3,2364,2006,162860.172404495,5B,5B,35
train_8780,10402,1,0,6,1080,2,1092,2007,183471.216972293,5B,5B,36
train_8883,6120,2,0,5,864,3,1389,2007,167330.359808439,5B,5B,36
train_9115,6240,1,0,5,684,1,1593,2006,135502.29108783,5B,5B,35
train_9196,7200,1,1,5,680,3,902,2006,110819.664926191,5B,5B,35
train_9354,2665,1,0,8,1256,2,1982,2008,156344.582608964,5B,5B,37
train_9888,12224,2,0,10,768,2,1698,2008,136937.077551402,5B,5B,37
train_9917,8480,2,1,8,1392,2,912,2006,158040.478273554,5B,5B,35
train_490,16059,2,1,5,866,3,1973,2006,217457.494326657,5B,5B,34
train_519,16659,2,0,7,520,3,1316,2009,124882.109076997,5B,5B,37
train_827,26178,2,0,8,1161,3,1518,2006,163285.44906806,5B,5B,34
train_859,11457,1,0,11,819,3,1320,2007,118739.179103468,5B,5B,35
train_1099,11143,2,0,9,660,3,2872,2009,216513.488148985,5B,5B,37
train_2230,14115,3,1,7,0,3,2414,2006,129871.181863552,5B,5B,34
train_2651,11924,2,0,6,660,2,1792,2010,136845.520950905,5B,5B,38
train_3041,18450,2,0,5,927,3,1040,2006,104723.630928091,5B,5B,34
train_3747,9600,2,1,8,1291,2,1567,2010,148321.807648423,5B,5B,38
train_3852,10832,1,1,7,1372,3,2320,2006,197987.041391342,5B,5B,34
train_3883,8800,3,0,8,860,2,1073,2007,120259.042767784,5B,5B,35
train_4288,9100,1,1,5,1215,3,2121,2006,144684.037882889,5B,5B,34
train_4586,14175,2,0,4,864,3,1635,2008,153411.335931631,5B,5B,36
train_4761,10542,1,1,6,1125,3,796,2008,125482.107190761,5B,5B,36
train_5664,53504,0,0,6,928,2,1040,2007,151221.939631936,5B,5B,35
train_5673,2572,2,0,5,1470,3,1426,2009,160832.005410714,5B,5B,37
train_6013,8000,2,1,6,1406,4,2287,2007,156599.97567449,5B,5B,35
train_6255,12137,2,1,7,1440,3,2640,2010,161668.147027839,5B,5B,38
train_6615,7500,1,0,5,1522,3,848,2007,146604.010090931,5B,5B,35
train_6895,10628,1,1,6,1768,3,3228,2008,216283.707645619,5B,5B,36
train_9454,21453,1,0,4,912,2,2236,2008,199161.627454419,5B,5B,36
train_9506,8200,2,1,10,1057,2,1511,2010,140258.597741303,5B,5B,38
train_2603,11423,3,0,4,672,2,816,2009,100491.286781517,5B,5B,36
train_2638,7313,1,1,7,816,3,1269,2008,112087.133900071,5B,5B,35
train_3971,21780,1,0,6,1040,4,1250,2006,163101.289196546,5B,5B,33
train_6279,10728,2,1,5,794,3,1601,2010,151596.571325969,5B,5B,37
train_8252,9150,2,0,6,1142,2,1700,2009,184941.678380971,5B,5B,36
train_8964,12640,1,0,6,816,4,2945,2006,150631.898470948,5B,5B,33
train_9027,7259,2,0,8,1040,3,1316,2006,121316.395531401,5B,5B,33
train_9313,11423,2,0,7,1440,3,900,2008,153259.45458754,5B,5B,35
train_9609,3982,2,1,7,900,3,1550,2006,147481.195521469,5B,5B,33
train_2604,3182,2,1,7,1052,2,1616,2010,142981.961810985,5B,5B,36
train_2874,7599,1,1,6,1095,3,4676,2007,256682.517346594,5B,5B,33
train_5225,9819,2,1,6,961,3,2046,2010,183423.204317419,5B,5B,36
train_6558,10927,1,0,7,1436,3,1928,2009,188922.590042034,5B,5B,35
train_8229,7200,2,0,7,1428,3,1458,2006,85614.2651068132,5B,5B,32
train_1622,4274,1,0,4,1116,4,840,2009,126684.140803896,5B,5B,34
train_1690,7945,1,0,5,956,3,1442,2009,142546.828740905,5B,5B,34
train_1779,9150,2,1,7,1158,3,4676,2007,276485.20616038,5B,5B,32
train_4354,8450,2,0,8,876,1,1092,2009,141616.519282694,5B,5B,34
train_5549,8400,1,0,6,1649,3,1032,2009,162645.286054712,5B,5B,34
train_5879,7931,1,0,5,732,6,1178,2006,126884.74161366,5B,5B,31
train_6203,8730,1,0,5,1728,3,2640,2008,188381.795996389,5B,5B,33
train_6224,10880,1,0,6,970,2,2296,2006,164565.636017781,5B,5B,31
train_9039,5925,1,1,6,864,3,999,2008,122893.854476149,5B,5B,33
train_9993,8532,2,0,6,910,3,1489,2009,148421.105874177,5B,5B,34
train_134,9900,2,0,7,0,3,1779,2007,139857.758101983,5B,5B,31
train_711,11423,1,0,4,1626,3,2020,2009,187892.155849985,5B,5B,33
train_815,6420,1,1,7,975,3,2098,2009,143053.025280606,5B,5B,33
train_1001,12327,2,1,5,1234,4,1712,2009,158207.032799256,5B,5B,33
train_1234,6380,1,1,7,696,3,1680,2010,109049.329628482,5B,5B,34
train_1556,11645,2,1,11,855,3,1680,2010,170212.011914912,5B,5B,34
train_1758,9600,2,0,8,969,4,1291,2009,120366.945101723,5B,5B,33
train_2897,11040,2,0,5,1028,4,1144,2007,128288.471041628,5B,5B,31
train_3221,7750,1,1,7,1052,3,1604,2006,167096.391415639,5B,5B,30
train_3390,2572,1,0,5,1502,3,1096,2006,153657.864466788,5B,5B,30
train_3592,6762,2,0,6,858,2,1304,2008,134070.962589054,5B,5B,32
train_3759,8004,2,0,6,713,3,1986,2006,157059.616986284,5B,5B,30
train_4621,6563,1,0,8,1416,2,1434,2010,123249.352650583,5B,5B,34
train_4912,9600,1,1,6,999,3,1340,2007,146665.613824155,5B,5B,31
train_5028,21535,2,0,8,483,4,1215,2006,136025.072628953,5B,5B,30
train_5253,16059,2,1,6,768,5,1709,2008,150324.61000329,5B,5B,32
train_5302,7931,2,1,6,768,4,1003,2008,110928.761769277,5B,5B,32
train_5412,9375,1,0,5,961,3,2452,2007,213911.129708837,5B,5B,31
train_5562,4251,2,1,6,768,1,1709,2007,142448.870017538,5B,5B,31
train_5869,13869,1,1,6,1311,2,1573,2008,183436.339276217,5B,5B,32
train_5922,12589,2,0,9,780,2,1790,2007,177186.279121531,5B,5B,31
train_6207,7820,2,0,5,770,4,784,2008,105806.115450004,5B,5B,32
train_6949,8414,2,0,5,967,3,1041,2009,175726.684424513,5B,5B,33
train_7342,8461,1,0,11,864,2,1679,2009,150471.528175212,5B,5B,33
train_7360,1596,1,0,4,1392,4,1792,2008,143330.34800851,5B,5B,32
train_7755,9360,1,0,5,1078,3,884,2009,123977.46391843,5B,5B,33
train_8005,10791,2,0,5,864,2,1993,2008,161647.840765132,5B,5B,32
train_8052,7500,2,0,8,864,3,1110,2006,143247.873046375,5B,5B,30
train_8306,8430,2,0,6,1623,3,980,2010,186278.173584101,5B,5B,34
train_8329,9000,2,1,8,1056,3,1768,2008,157322.369587239,5B,5B,32
train_8340,8795,2,0,6,1149,2,902,2006,133143.827625519,5B,5B,30
train_8533,7700,1,1,6,636,3,1509,2010,126047.016867907,5B,5B,34
train_8707,7134,2,1,5,848,4,1113,2008,118748.171982338,5B,5B,32
train_8840,8281,1,1,7,991,3,2229,2008,167929.836718123,5B,5B,32
train_9329,12354,2,1,6,960,3,1928,2010,175195.604589405,5B,5B,34
train_9425,10762,1,0,6,864,3,630,2008,107399.858796041,5B,5B,32
train_9882,9375,2,0,7,600,3,2704,2009,152311.770205516,5B,5B,33
train_9898,9452,1,1,5,1136,2,1223,2009,144923.36764873,5B,5B,33
train_126,8125,1,1,6,894,4,1674,2007,178499.060557931,5B,5B,30
train_583,8414,1,0,12,848,3,1986,2009,116260.584859608,5B,5B,32
train_1368,10800,3,0,10,1477,3,943,2007,175265.217304315,5B,5B,30
train_1805,8521,1,1,6,1041,1,958,2007,116514.230784686,5B,5B,30
train_1820,8400,1,1,5,1225,3,1284,2008,106840.241063969,5B,5B,31
train_2031,12677,2,0,4,972,3,1362,2008,142904.704382863,5B,5B,31
train_2591,8777,1,0,7,1572,3,1432,2010,172779.537922402,5B,5B,33
train_2991,8450,1,0,5,982,2,1468,2009,161093.060840668,5B,5B,32
train_3367,10452,1,0,7,915,3,1242,2007,164563.116063244,5B,5B,30
train_3597,8795,2,0,6,992,2,1641,2006,143331.131497087,5B,5B,29
train_3636,5232,2,0,7,2042,3,1368,2009,169965.372173822,5B,5B,32
train_3681,8967,1,0,7,1232,2,1572,2006,163833.202815073,5B,5B,29
train_3742,10237,1,1,7,804,2,1287,2008,132747.685716192,5B,5B,31
train_4147,8400,2,0,5,1002,2,1709,2009,116649.596072551,5B,5B,32
train_4280,7560,1,0,7,660,2,1721,2007,130889.512459987,5B,5B,30
train_4437,9313,2,0,8,798,3,334,2009,136730.898515565,5B,5B,32
train_5331,12464,1,0,6,1486,3,1776,2009,144158.522419695,5B,5B,32
train_5461,7252,2,0,8,1494,2,1560,2008,186732.031313199,5B,5B,31
train_6072,9600,1,0,10,649,2,1400,2008,137866.958937168,5B,5B,31
train_6542,13501,1,0,6,1090,3,1795,2007,178629.051763138,5B,5B,30
train_7797,9350,3,0,9,1494,3,1576,2009,109866.240987603,5B,5B,32
train_7845,6897,1,0,6,860,4,1355,2009,114713.00304646,5B,5B,32
train_8092,11670,1,0,6,1406,3,1306,2007,217253.851520536,5B,5B,30
train_8174,12692,1,1,8,925,3,2730,2009,156727.213462329,5B,5B,32
train_8847,6324,1,0,6,1267,2,2223,2007,157452.80646493,5B,5B,30
train_8940,4712,1,1,3,1240,2,2132,2006,163288.275978471,5B,5B,29
train_9281,3182,1,0,7,813,2,1365,2007,102084.038475777,5B,5B,30
train_9466,13811,2,0,6,1058,2,1094,2006,174874.225082433,5B,5B,29
train_9478,7226,1,0,8,858,4,1414,2009,158276.404751006,5B,5B,32
train_9777,8472,2,0,9,1568,3,1935,2008,137763.97642735,5B,5B,31
train_9970,6993,3,0,7,672,3,2207,2008,133267.344697043,5B,5B,31
train_281,8125,2,0,6,1237,3,1573,2010,176646.859703554,5B,5B,32
train_2038,14215,1,1,7,1417,3,848,2010,165280.215466346,5B,5B,32
train_2503,7758,1,0,5,1311,2,1961,2009,175189.458107272,5B,5B,31
train_2936,7879,2,0,6,0,3,1479,2006,157128.337861327,5B,5B,28
train_3259,11248,1,1,5,1196,3,2285,2010,151736.564656505,5B,5B,32
train_3426,12400,1,1,7,1496,2,1145,2010,183899.203143569,5B,5B,32
train_4244,4282,1,0,5,360,3,2398,2009,121746.239302642,5B,5B,31
train_4344,5900,2,0,5,894,3,1718,2008,128676.393125261,5B,5B,30
train_4498,5687,1,0,6,1144,4,1982,2006,162094.041041672,5B,5B,28
train_4638,11426,1,1,8,1010,2,1776,2007,175431.037586402,5B,5B,29
train_5687,11553,2,0,6,1208,2,987,2007,136413.077801762,5B,5B,29
train_7240,8012,1,1,5,858,3,1812,2009,148621.51039683,5B,5B,31
train_7406,7658,2,0,9,1470,4,1775,2010,142116.255914524,5B,5B,32
train_7551,10300,2,0,7,689,5,2696,2006,193849.835760241,5B,5B,28
train_7726,8235,1,0,5,1200,3,1728,2006,163351.939304101,5B,5B,28
train_8322,1920,1,0,8,1158,3,1734,2008,136169.871385665,5B,5B,30
train_9016,8777,1,0,8,716,3,864,2006,132957.037289275,5B,5B,28
train_9199,9250,2,0,7,1478,2,605,2007,164695.953954637,5B,5B,29
train_102,5119,2,0,5,912,4,1092,2007,139495.288280674,5B,5B,28
train_1530,12474,2,0,6,793,2,1800,2007,149627.49090514,5B,5B,28
train_2283,8244,1,0,5,1116,3,2353,2010,182668.423888686,5B,5B,31
train_4459,14803,1,1,5,1896,3,988,2010,172990.269299125,5B,5B,31
train_4543,8532,2,0,8,576,3,2380,2008,137590.060756478,5B,5B,29
train_4726,22950,1,1,5,1304,2,1344,2008,167334.067646039,5B,5B,29
train_5097,8816,2,0,7,1976,3,910,2007,158613.512230805,5B,5B,28
train_5296,1680,2,0,6,600,3,1229,2006,146139.581821461,5B,5B,27
train_5336,12735,1,0,9,1084,3,1458,2009,128502.551538879,5B,5B,30
train_7135,12150,1,0,7,992,2,1456,2008,167044.154520989,5B,5B,29
train_7642,12003,1,0,7,960,3,2365,2006,174881.160637234,5B,5B,27
train_7703,10400,2,1,7,924,2,1691,2007,131081.591911453,5B,5B,28
train_8633,11250,2,0,6,1113,3,1369,2009,142166.485500865,5B,5B,30
train_153,13360,1,0,5,755,3,1620,2006,171702.647872419,5B,5B,26
train_1304,21695,2,1,7,1777,3,854,2009,171318.113073591,5B,5B,29
train_2057,9017,1,0,6,832,3,1636,2009,120711.615615142,5B,5B,29
train_2941,8070,1,0,6,1350,3,3608,2006,242478.254339167,5B,5B,26
train_6127,4500,1,0,7,1176,4,1709,2009,146604.239658846,5B,5B,29
train_6940,11777,1,0,6,1502,3,1360,2007,132971.291281917,5B,5B,27
train_8698,10320,2,0,10,1494,3,1324,2009,181759.735761718,5B,5B,29
train_884,10448,1,0,7,930,4,1217,2006,167429.640237115,5B,5B,25
train_2238,8536,2,0,8,943,4,720,2009,95386.5957418586,5B,5B,28
train_2303,10200,1,1,8,1092,3,900,2006,100453.963655137,5B,5B,25
train_4567,16635,1,0,8,849,3,816,2009,132657.417126202,5B,5B,28
train_6109,9490,2,1,6,1204,2,1526,2008,184894.902574058,5B,5B,27
train_1090,8892,2,0,6,802,4,1032,2009,159206.484200607,5B,5B,27
train_1132,15523,1,0,6,0,4,1340,2008,91131.6823969003,5B,5B,26
train_5589,12378,1,0,7,832,4,2263,2008,168898.35395755,5B,5B,26
train_5798,8450,2,0,6,728,3,1788,2006,192576.064625903,5B,5B,24
train_8385,10364,1,0,10,1142,3,900,2008,115522.21131728,5B,5B,26
train_8645,2308,2,1,5,756,4,1411,2008,113718.054991685,5B,5B,26
train_9372,2522,2,0,7,845,3,1317,2009,109786.47496627,5B,5B,27
train_950,9742,1,0,4,723,3,816,2006,135689.19584242,5B,5B,23
train_1964,7922,2,1,8,1116,2,1625,2009,200012.980623667,5B,5B,26
train_2183,8400,1,1,6,1299,3,2402,2008,199489.074559949,5B,5B,25
train_2440,9120,2,1,7,1080,4,1719,2010,139178.760827063,5B,5B,27
train_2855,10832,1,0,7,644,1,1644,2008,173507.580659535,5B,5B,25
train_2933,7472,1,0,5,1379,2,2078,2007,197248.323564645,5B,5B,24
train_4275,11340,1,0,5,1234,3,2149,2007,150138.737849341,5B,5B,24
train_7142,1680,1,0,7,1212,3,1044,2007,128434.635630916,5B,5B,24
train_986,10029,1,1,6,1442,2,2110,2007,167135.899823798,5B,5B,23
train_999,5000,2,0,5,1176,3,2200,2008,191730.224755261,5B,5B,24
train_1101,7800,1,1,7,1145,3,1482,2010,117855.622386822,5B,5B,26
train_2804,21453,1,0,7,572,1,1344,2006,138430.496357436,5B,5B,22
train_4465,7162,1,0,10,918,1,907,2010,124665.878687636,5B,5B,26
train_5345,12244,2,0,8,811,3,1004,2007,124939.730577027,5B,5B,23
train_8109,7438,1,0,7,1163,3,2134,2008,167195.109788629,5B,5B,24
train_9896,10918,2,0,8,1809,2,1776,2007,210357.663260888,5B,5B,23
train_404,6120,2,0,6,742,3,1950,2006,102117.381793046,5B,5B,21
train_2449,11287,2,1,7,1907,3,980,2009,136294.604344744,5B,5B,24
train_8988,13400,2,1,4,955,3,1588,2007,180707.65893715,5B,5B,22
train_9817,8400,2,1,7,1262,4,1920,2009,164370.143181553,5B,5B,24
train_9827,3182,2,1,8,1440,3,1470,2009,153165.283060283,5B,5B,24
train_2584,6155,2,0,7,982,3,1614,2010,171211.29250518,5B,5B,24
train_3526,8960,2,0,5,672,2,1368,2006,155533.771620279,5B,5B,20
train_7497,8414,1,1,4,0,2,1768,2010,164013.077322348,5B,5B,24
train_8453,10134,2,0,7,684,3,1476,2008,145490.531851027,5B,5B,22
train_1216,3196,2,0,8,1604,3,1094,2007,174478.558608082,5B,5B,20
train_5684,8123,2,1,11,1041,4,1092,2010,136383.035759538,5B,5B,23
train_8398,12168,1,0,6,1184,3,2353,2007,175803.956267749,5B,5B,20
train_202,10880,1,1,9,0,2,1775,2010,175278.53731291,5B,5B,22
train_2930,10142,1,0,4,1559,3,1929,2006,229337.466216089,5B,5B,18
train_3371,9588,2,0,5,1252,3,1111,2006,166382.05646513,5B,5B,18
train_4118,12003,1,1,8,588,2,1453,2008,155208.730799021,5B,5B,20
train_4782,7449,1,1,5,1541,6,1734,2006,195618.150921718,5B,5B,18
train_4821,2280,2,0,6,876,4,864,2010,146551.355821176,5B,5B,22
train_5441,7420,1,0,8,819,3,1836,2009,173817.831791797,5B,5B,21
train_5985,9855,1,0,5,1240,4,1392,2008,138918.902496748,5B,5B,20
train_7782,7200,1,0,5,953,4,1742,2007,176657.306478612,5B,5B,19
train_8578,8012,1,0,8,1084,4,1894,2009,193098.231651287,5B,5B,21
train_9244,12803,2,0,5,1372,3,2022,2007,190319.831682008,5B,5B,19
train_9317,14850,1,0,6,1057,4,1056,2007,148895.386668599,5B,5B,19
train_9598,10800,1,1,6,996,3,1258,2009,151056.042471245,5B,5B,21
train_1196,11394,2,1,8,858,2,1225,2009,133694.989110814,5B,5B,20
train_3875,10320,1,0,8,1498,3,1111,2009,163195.402626356,5B,5B,20
train_5062,10500,1,0,5,2223,3,1440,2006,202491.839907421,5B,5B,17
train_664,7200,2,1,8,1095,2,882,2008,151124.852781168,5B,5B,18
train_829,4750,2,1,7,970,2,1776,2010,149585.328180941,5B,5B,20
train_1534,10921,1,0,5,1090,4,2084,2007,158225.789120528,5B,5B,17
train_2709,7642,2,0,8,1269,2,1324,2007,184322.340201249,5B,5B,17
train_3518,9967,1,0,5,1080,2,2596,2009,189222.85998692,5B,5B,19
train_3912,15611,2,1,6,1204,2,1217,2010,179845.162085566,5B,5B,20
train_5659,13568,1,0,5,1026,2,1120,2007,183380.771905545,5B,5B,17
train_6662,7200,2,0,6,1165,3,1121,2008,107442.9564195,5B,5B,18
train_42,7200,2,0,6,1391,4,902,2009,134852.174052717,5B,5B,18
train_7933,5000,2,0,10,1107,4,1125,2008,117855.508747527,5B,5B,17
train_9211,7438,2,0,7,1930,2,1855,2010,211163.366685156,5B,5B,19
train_9268,11600,1,0,7,1117,3,858,2010,113931.26587972,5B,5B,19
train_195,11049,1,0,8,768,3,882,2007,147663.216901874,5B,5B,15
train_1693,3182,2,1,5,926,4,1968,2008,158309.711776874,5B,5B,16
train_2718,6993,1,1,5,910,2,1610,2010,162709.621673274,5B,5B,18
train_3796,11645,2,1,12,953,2,754,2009,129761.629617945,5B,5B,17
train_3931,8536,2,0,5,940,3,630,2008,139638.823355987,5B,5B,16
train_5204,11340,2,1,8,1896,2,912,2007,138070.458241794,5B,5B,15
train_5948,7420,2,1,10,991,2,1800,2007,132759.977097143,5B,5B,15
train_6695,9100,1,0,8,0,2,2069,2006,118740.47319626,5B,5B,14
train_7184,8400,1,1,6,1078,3,1826,2010,189584.466311735,5B,5B,18
train_7946,5063,1,1,7,630,3,866,2009,105642.251882577,5B,5B,17
train_8678,8487,1,0,6,993,3,1704,2008,169432.224780271,5B,5B,16
train_831,8846,1,0,6,1053,3,1432,2008,190699.678281777,5B,5B,15
train_1306,8520,1,1,8,941,3,1716,2006,162626.045604026,5B,5B,13
train_1410,6402,1,0,6,530,3,2223,2009,155831.101209064,5B,5B,16
train_1999,9612,1,1,5,1039,3,1102,2010,148266.874959396,5B,5B,17
train_2222,7200,1,0,8,654,3,1469,2007,160735.940296725,5B,5B,14
train_2925,8172,2,0,7,1385,4,2057,2006,196227.492730747,5B,5B,13
train_4018,10652,1,1,7,1686,3,1795,2008,170122.860519955,5B,5B,15
train_4752,14191,2,0,6,1196,3,902,2006,175983.518222574,5B,5B,13
train_4970,9000,1,0,6,0,3,2046,2010,178709.91076513,5B,5B,17
train_5891,8640,2,1,6,1604,3,1666,2008,181194.135306689,5B,5B,15
train_5935,7630,2,0,7,876,4,1285,2009,148151.759578597,5B,5B,16
train_7099,13651,2,0,6,713,3,1656,2008,183700.586175922,5B,5B,15
train_7842,8640,2,0,6,1752,2,1904,2007,208615.123506198,5B,5B,14
train_8774,7931,1,1,8,1436,4,2402,2008,211653.205950944,5B,5B,15
